"","word","freq.all","freq.purpose"
"4466","civabuddhists",1,NA
"4467","combinations",1,NA
"4468","compensate",1,NA
"4469","confess",1,NA
"4470","confucianism",1,NA
"4471","consulted",1,NA
"4472","consume",1,NA
"4473","contaminated",1,NA
"4474","corroded",1,NA
"4475","countryside",1,NA
"4476","cri",1,NA
"4477","cry",1,NA
"4478","darkened",1,NA
"4479","darkest",1,NA
"4480","darkness",1,NA
"4481","dawned",1,NA
"4482","dear",1,NA
"4483","debased",1,NA
"4484","deceived",1,NA
"4485","degradation",1,NA
"4486","denies",1,NA
"4487","desmoulins",1,NA
"4488","destroying",1,NA
"4489","diabolical",1,NA
"4490","diminished",1,NA
"4491","diplo",1,NA
"4492","dispersed",1,NA
"4493","disruption",1,NA
"4494","distorted",1,NA
"4495","diveristy",1,NA
"4496","dogs",1,NA
"4497","door",1,NA
"4498","doorstep",1,NA
"4499","dress",1,NA
"4500","drink",1,NA
"4501","drives",1,NA
"4502","dã©tre",1,NA
"4503","eighteenth",1,NA
"4504","enchanced",1,NA
"4505","encounter",1,NA
"4506","engaged",1,NA
"4507","ening",1,NA
"4508","enlightened",1,NA
"4509","erected",1,NA
"4510","escaped",1,NA
"4511","etches",1,NA
"4512","exacted",1,NA
"4513","examples",1,NA
"4514","exiled",1,NA
"4515","expectation",1,NA
"4516","faire",1,NA
"4517","falsify",1,NA
"4518","fifty",1,NA
"4519","flew",1,NA
"4520","flints",1,NA
"4521","foolishly",1,NA
"4522","forerunner",1,NA
"4523","futures",1,NA
"4524","gasps",1,NA
"4525","gibraltar",1,NA
"4526","gladly",1,NA
"4527","grain",1,NA
"4528","grenades",1,NA
"4529","guises",1,NA
"4530","handinhand",1,NA
"4531","hardest",1,NA
"4532","hinduism",1,NA
"4533","historically",1,NA
"4534","houses",1,NA
"4535","humanitys",1,NA
"4536","humiliation",1,NA
"4537","hurricanes",1,NA
"4538","ika",1,NA
"4539","imitation",1,NA
"4540","imperil",1,NA
"4541","impersonal",1,NA
"4542","imprisoned",1,NA
"4543","individuality",1,NA
"4544","indoaryan",1,NA
"4545","indomitable",1,NA
"4546","indulge",1,NA
"4547","inject",1,NA
"4548","inmaterial",1,NA
"4549","intellectually",1,NA
"4550","intself",1,NA
"4551","invincible",1,NA
"4552","irresistible",1,NA
"4553","jainism",1,NA
"4554","jand",1,NA
"4555","jet",1,NA
"4556","journeys",1,NA
"4557","knock",1,NA
"4558","lanka",1,NA
"4559","lash",1,NA
"4560","liberalism",1,NA
"4561","lightning",1,NA
"4562","likelihood",1,NA
"4563","lit",1,NA
"4564","lived",1,NA
"4565","locked",1,NA
"4566","longfellow",1,NA
"4567","loot",1,NA
"4568","macy",1,NA
"4569","madurese",1,NA
"4570","malayans",1,NA
"4571","manifold",1,NA
"4572","marched",1,NA
"4573","marhaenism",1,NA
"4574","maybe",1,NA
"4575","monarchism",1,NA
"4576","mortgaged",1,NA
"4577","moslims",1,NA
"4578","motherland",1,NA
"4579","motifs",1,NA
"4580","multiformity",1,NA
"4581","newlyrecovered",1,NA
"4582","obscured",1,NA
"4583","observance",1,NA
"4584","occupied",1,NA
"4585","ocean",1,NA
"4586","omnipotence",1,NA
"4587","onwards",1,NA
"4588","outstripped",1,NA
"4589","parents",1,NA
"4590","particles",1,NA
"4591","passer",1,NA
"4592","paul",1,NA
"4593","pay",1,NA
"4594","perverted",1,NA
"4595","physically",1,NA
"4596","plague",1,NA
"4597","plants",1,NA
"4598","playthings",1,NA
"4599","poet",1,NA
"4600","poisons",1,NA
"4601","powerpolitics",1,NA
"4602","precedent",1,NA
"4603","probed",1,NA
"4604","proclamation",1,NA
"4605","professing",1,NA
"4606","profit",1,NA
"4607","profitable",1,NA
"4608","propagate",1,NA
"4609","pumped",1,NA
"4610","radiance",1,NA
"4611","reasoned",1,NA
"4612","reassurance",1,NA
"4613","reawakening",1,NA
"4614","records",1,NA
"4615","rehabilitation",1,NA
"4616","rehearsal",1,NA
"4617","released",1,NA
"4618","reluctantly",1,NA
"4619","rescue",1,NA
"4620","revere",1,NA
"4621","revolutions",1,NA
"4622","ride",1,NA
"4623","rifles",1,NA
"4624","rode",1,NA
"4625","sadness",1,NA
"4626","scored",1,NA
"4627","scourges",1,NA
"4628","seas",1,NA
"4629","secrets",1,NA
"4630","serried",1,NA
"4631","seventy",1,NA
"4632","shintoism",1,NA
"4633","sikhism",1,NA
"4634","skilful",1,NA
"4635","skin",1,NA
"4636","slight",1,NA
"4637","smallest",1,NA
"4638","socialism",1,NA
"4639","soothed",1,NA
"4640","sparks",1,NA
"4641","stabilise",1,NA
"4642","straits",1,NA
"4643","stunted",1,NA
"4644","sturm",1,NA
"4645","subordination",1,NA
"4646","suddenly",1,NA
"4647","sundanese",1,NA
"4648","superficially",1,NA
"4649","sweet",1,NA
"4650","sympathise",1,NA
"4651","tanks",1,NA
"4652","terrific",1,NA
"4653","terrificly",1,NA
"4654","thatbattle",1,NA
"4655","theatened",1,NA
"4656","theoracy",1,NA
"4657","thoughtlessly",1,NA
"4658","thousand",1,NA
"4659","toll",1,NA
"4660","toradjas",1,NA
"4661","torn",1,NA
"4662","tortured",1,NA
"4663","torun",1,NA
"4664","tranquillity",1,NA
"4665","tunggal",1,NA
"4666","ultimatum",1,NA
"4667","unconventional",1,NA
"4668","undying",1,NA
"4669","unfriendly",1,NA
"4670","uninhibited",1,NA
"4671","unknown",1,NA
"4672","unsuccessful",1,NA
"4673","unto",1,NA
"4674","upbuilding",1,NA
"4675","variants",1,NA
"4676","walls",1,NA
"4677","warmth",1,NA
"4678","wastage",1,NA
"4679","wecan",1,NA
"4680","whenever",1,NA
"4681","wield",1,NA
"4682","worthwhile",1,NA
"4683","yawn",1,NA
"4684","yeur",1,NA
"4685","younger",1,NA
"4686","zoroastrianism",1,NA
"4687","ã¼ber",1,NA
"4688","abolish",1,NA
"4689","absence",1,NA
"4690","acute",1,NA
"4691","aftermath",1,NA
"4692","agonizing",1,NA
"4693","airaccident",1,NA
"4694","almighty",1,NA
"4695","analysing",1,NA
"4696","antiwestern",1,NA
"4697","apartheidpolicy",1,NA
"4698","apology",1,NA
"4699","associate",1,NA
"4700","atoms",1,NA
"4701","ban",1,NA
"4702","bare",1,NA
"4703","basically",1,NA
"4704","befallen",1,NA
"4705","beforehand",1,NA
"4706","believers",1,NA
"4707","bellum",1,NA
"4708","bogorconference",1,NA
"4709","cast",1,NA
"4710","clothe",1,NA
"4711","colleagues",1,NA
"4712","colourbars",1,NA
"4713","commanding",1,NA
"4714","concentrated",1,NA
"4715","conditio",1,NA
"4716","condolences",1,NA
"4717","conferencehall",1,NA
"4718","conferenceâ€¢",1,NA
"4719","conquest",1,NA
"4720","constituting",1,NA
"4721","contemplation",1,NA
"4722","deace",1,NA
"4723","deeds",1,NA
"4724","destory",1,NA
"4725","deterrent",1,NA
"4726","dictating",1,NA
"4727","dung",1,NA
"4728","electricity",1,NA
"4729","enforce",1,NA
"4730","entrusting",1,NA
"4731","erase",1,NA
"4732","evade",1,NA
"4733","everincreasing",1,NA
"4734","experiencing",1,NA
"4735","families",1,NA
"4736","feed",1,NA
"4737","fettered",1,NA
"4738","flesh",1,NA
"4739","flocked",1,NA
"4740","fourteen",1,NA
"4741","fullscale",1,NA
"4742","fulness",1,NA
"4743","howlet",1,NA
"4744","hundreds",1,NA
"4745","impetus",1,NA
"4746","incident",1,NA
"4747","indispensable",1,NA
"4748","intend",1,NA
"4749","intensions",1,NA
"4750","interregional",1,NA
"4751","intolerance",1,NA
"4752","intricacy",1,NA
"4753","inventions",1,NA
"4754","labelling",1,NA
"4755","layman",1,NA
"4756","literature",1,NA
"4757","longing",1,NA
"4758","low",1,NA
"4759","managed",1,NA
"4760","map",1,NA
"4761","materialize",1,NA
"4762","mechanisation",1,NA
"4763","misinterpretations",1,NA
"4764","misused",1,NA
"4765","morally",1,NA
"4766","neglecting",1,NA
"4767","neverending",1,NA
"4768","ouc",1,NA
"4769","outweighed",1,NA
"4770","overwhelmed",1,NA
"4771","pacem",1,NA
"4772","para",1,NA
"4773","pax",1,NA
"4774","penetrated",1,NA
"4775","phenomenal",1,NA
"4776","platitude",1,NA
"4777","populations",1,NA
"4778","poured",1,NA
"4779","predict",1,NA
"4780","prevalent",1,NA
"4781","proudly",1,NA
"4782","qua",1,NA
"4783","recources",1,NA
"4784","reproach",1,NA
"4785","restrict",1,NA
"4786","romana",1,NA
"4787","rome",1,NA
"4788","scourge",1,NA
"4789","secrecy",1,NA
"4790","selfexpression",1,NA
"4791","sine",1,NA
"4792","sooner",1,NA
"4793","spots",1,NA
"4794","stayed",1,NA
"4795","steam",1,NA
"4796","sticking",1,NA
"4797","stream",1,NA
"4798","thorns",1,NA
"4799","timid",1,NA
"4800","tongues",1,NA
"4801","transition",1,NA
"4802","underdevelopment",1,NA
"4803","unleashed",1,NA
"4804","unmistakable",1,NA
"4805","uttered",1,NA
"4806","vis",1,NA
"4807","welfarestates",1,NA
"4808","welldevised",1,NA
"4809","wording",1,NA
"4810","worldpolitics",1,NA
"4811","africadoes",1,NA
"4812","andbritain",1,NA
"4813","badly",1,NA
"4814","betray",1,NA
"4815","breezes",1,NA
"4816","crumble",1,NA
"4817","diametrically",1,NA
"4818","dropped",1,NA
"4819","explode",1,NA
"4820","fancy",1,NA
"4821","fascism",1,NA
"4822","flames",1,NA
"4823","gossip",1,NA
"4824","heroically",1,NA
"4825","hiroshima",1,NA
"4826","hitlermussolinitojo",1,NA
"4827","honored",1,NA
"4828","instructions",1,NA
"4829","jose",1,NA
"4830","malay",1,NA
"4831","nagasaki",1,NA
"4832","perfected",1,NA
"4833","pikiran",1,NA
"4834","realizes",1,NA
"4835","selfdevelopment",1,NA
"4836","silk",1,NA
"4837","sprinkled",1,NA
"4838","strangle",1,NA
"4839","struggled",1,NA
"4840","surpasses",1,NA
"4841","tree",1,NA
"4842","uninfluenced",1,NA
"4843","universe",1,NA
"4844","waves",1,NA
"4845","whisper",1,NA
"4846","wrapped",1,NA
"4847","wrought",1,NA
"4848","assemblage",1,NA
"4849","associa",1,NA
"4850","graham",1,NA
"4851","preoccupied",1,NA
"4852","reaches",1,NA
"4853","remarked",1,NA
"4854","stretching",1,NA
"4855","anguished",1,NA
"4856","anthills",1,NA
"4857","appearances",1,NA
"4858","attract",1,NA
"4859","bearers",1,NA
"4860","beloved",1,NA
"4861","calming",1,NA
"4862","cobalt",1,NA
"4863","combatants",1,NA
"4864","communistic",1,NA
"4865","complaints",1,NA
"4866","consists",1,NA
"4867","copious",1,NA
"4868","counts",1,NA
"4869","delivers",1,NA
"4870","devices",1,NA
"4871","diario",1,NA
"4872","drive",1,NA
"4873","elucidating",1,NA
"4874","expositions",1,NA
"4875","flock",1,NA
"4876","imprudence",1,NA
"4877","incites",1,NA
"4878","inclines",1,NA
"4879","inthe",1,NA
"4880","jules",1,NA
"4881","lateto",1,NA
"4882","lisbon",1,NA
"4883","lucid",1,NA
"4884","method",1,NA
"4885","organisms",1,NA
"4886","panic",1,NA
"4887","perturbing",1,NA
"4888","portion",1,NA
"4889","possesses",1,NA
"4890","preponderating",1,NA
"4891","primordial",1,NA
"4892","recollections",1,NA
"4893","remonstrances",1,NA
"4894","sauerwein",1,NA
"4895","shallowness",1,NA
"4896","shepherds",1,NA
"4897","spectacular",1,NA
"4898","stained",1,NA
"4899","stemming",1,NA
"4900","strongest",1,NA
"4901","subtle",1,NA
"4902","tempting",1,NA
"4903","terror",1,NA
"4904","thunderbolt",1,NA
"4905","wavering",1,NA
"4906","whirl",1,NA
"4907","accomplishment",1,NA
"4908","beneficient",1,NA
"4909","characterize",1,NA
"4910","consequence",1,NA
"4911","corollary",1,NA
"4912","fostering",1,NA
"4913","nointerference",1,NA
"4914","offspring",1,NA
"4915","practicability",1,NA
"4916","puts",1,NA
"4917","regretting",1,NA
"4918","separating",1,NA
"4919","shared",1,NA
"4920","shatters",1,NA
"4921","typically",1,NA
"4922","abjure",1,NA
"4923","abolishing",1,NA
"4924","abstain",1,NA
"4925","abyss",1,NA
"4926","annihilate",1,NA
"4927","armies",1,NA
"4928","bacteriological",1,NA
"4929","bein",1,NA
"4930","birds",1,NA
"4931","blueprints",1,NA
"4932","briefcases",1,NA
"4933","brink",1,NA
"4934","button",1,NA
"4935","calamitous",1,NA
"4936","chaos",1,NA
"4937","chemical",1,NA
"4938","compassion",1,NA
"4939","converting",1,NA
"4940","critical",1,NA
"4941","deadliest",1,NA
"4942","demon",1,NA
"4943","despair",1,NA
"4944","devolved",1,NA
"4945","dire",1,NA
"4946","distinguishing",1,NA
"4947","eagle",1,NA
"4948","founded",1,NA
"4949","genocide",1,NA
"4950","hagridden",1,NA
"4951","hysteria",1,NA
"4952","inspection",1,NA
"4953","invent",1,NA
"4954","juncture",1,NA
"4955","justly",1,NA
"4956","lapse",1,NA
"4957","limitaton",1,NA
"4958","loss",1,NA
"4959","manufactures",1,NA
"4960","menaced",1,NA
"4961","miscalculation",1,NA
"4962","missing",1,NA
"4963","monsters",1,NA
"4964","plunge",1,NA
"4965","pockets",1,NA
"4966","preatomic",1,NA
"4967","reconstitution",1,NA
"4968","reconstructed",1,NA
"4969","scientists",1,NA
"4970","seriousness",1,NA
"4971","servitude",1,NA
"4972","sleeves",1,NA
"4973","stagnation",1,NA
"4974","supervision",1,NA
"4975","suspects",1,NA
"4976","terrifying",1,NA
"4977","unambiguous",1,NA
"4978","unleash",1,NA
"4979","unquestionably",1,NA
"4980","wartime",1,NA
"4981","weakened",1,NA
"4982","wrangling",1,NA
"4983","yalta",1,NA
"4984","advocate",1,NA
"4985","aggravated",1,NA
"4986","ardently",1,NA
"4987","brutal",1,NA
"4988","cagerly",1,NA
"4989","calamities",1,NA
"4990","causing",1,NA
"4991","condone",1,NA
"4992","conflagrations",1,NA
"4993","cope",1,NA
"4994","curity",1,NA
"4995","decreasing",1,NA
"4996","degraded",1,NA
"4997","dictates",1,NA
"4998","disregard",1,NA
"4999","distressingly",1,NA
"5000","effecting",1,NA
"5001","errors",1,NA
"5002","expelled",1,NA
"5003","fatherland",1,NA
"5004","folowing",1,NA
"5005","friction",1,NA
"5006","game",1,NA
"5007","grip",1,NA
"5008","grounds",1,NA
"5009","hampering",1,NA
"5010","horrifying",1,NA
"5011","immoral",1,NA
"5012","impairs",1,NA
"5013","imported",1,NA
"5014","imposition",1,NA
"5015","inseall",1,NA
"5016","isolating",1,NA
"5017","lagging",1,NA
"5018","lain",1,NA
"5019","nonselfgoverning",1,NA
"5020","person",1,NA
"5021","populace",1,NA
"5022","raising",1,NA
"5023","readjustment",1,NA
"5024","realistically",1,NA
"5025","reformation",1,NA
"5026","replaced",1,NA
"5027","responds",1,NA
"5028","sanction",1,NA
"5029","scientifically",1,NA
"5030","sottow",1,NA
"5031","stakes",1,NA
"5032","stopped",1,NA
"5033","tending",1,NA
"5034","undreamedof",1,NA
"5035","uprooted",1,NA
"5036","utilized",1,NA
"5037","weakening",1,NA
"5038","wisely",1,NA
"5039","advancing",1,NA
"5040","attends",1,NA
"5041","challenging",1,NA
"5042","conquer",1,NA
"5043","consumed",1,NA
"5044","eventful",1,NA
"5045","felicitations",1,NA
"5046","fruit",1,NA
"5047","inability",1,NA
"5048","kwame",1,NA
"5049","newer",1,NA
"5050","receipt",1,NA
"5051","sown",1,NA
"5052","stirs",1,NA
"5053","applicable",1,NA
"5054","benefiting",1,NA
"5055","composing",1,NA
"5056","crumbling",1,NA
"5057","disturb",1,NA
"5058","economics",1,NA
"5059","entrenched",1,NA
"5060","fortify",1,NA
"5061","grace",1,NA
"5062","harmonious",1,NA
"5063","indians",1,NA
"5064","integrated",1,NA
"5065","integration",1,NA
"5066","iraqi",1,NA
"5067","natives",1,NA
"5068","occident",1,NA
"5069","oldtime",1,NA
"5070","orient",1,NA
"5071","rearmament",1,NA
"5072","tween",1,NA
"5073","typical",1,NA
"5074","wellbalanced",1,NA
"5075","administered",1,NA
"5076","cent",1,NA
"5077","closest",1,NA
"5078","comprehension",1,NA
"5079","conciliate",1,NA
"5080","earliest",1,NA
"5081","hour",1,NA
"5082","manifest",1,NA
"5083","merit",1,NA
"5084","ninetyseven",1,NA
"5085","particularist",1,NA
"5086","per",1,NA
"5087","remote",1,NA
"5088","similarity",1,NA
"5089","thepresent",1,NA
"5090","turning",1,NA
"5091","unwavering",1,NA
"5092","abundant",1,NA
"5093","accelerate",1,NA
"5094","affords",1,NA
"5095","amity",1,NA
"5096","annals",1,NA
"5097","attach",1,NA
"5098","attendance",1,NA
"5099","bestow",1,NA
"5100","chastened",1,NA
"5101","costs",1,NA
"5102","damages",1,NA
"5103","dedicated",1,NA
"5104","diet",1,NA
"5105","eminently",1,NA
"5106","enormity",1,NA
"5107","foregoing",1,NA
"5108","handed",1,NA
"5109","ichiro",1,NA
"5110","identical",1,NA
"5111","immutable",1,NA
"5112","kinship",1,NA
"5113","miseries",1,NA
"5114","pioneers",1,NA
"5115","reestablished",1,NA
"5116","spititual",1,NA
"5117","technological",1,NA
"5118","throbs",1,NA
"5119","torchlight",1,NA
"5120","trite",1,NA
"5121","unparalleled",1,NA
"5122","vastly",1,NA
"5123","afternoon",1,NA
"5124","efficiently",1,NA
"5125","headings",1,NA
"5126","meets",1,NA
"5127","alters",1,NA
"5128","bandunga",1,NA
"5129","certitude",1,NA
"5130","convictions",1,NA
"5131","impera",1,NA
"5132","impossibility",1,NA
"5133","loath",1,NA
"5134","nine",1,NA
"5135","nonafrican",1,NA
"5136","similarities",1,NA
"5137","testify",1,NA
"5138","utilise",1,NA
"5139","vain",1,NA
"5140","confronts",1,NA
"5141","fierce",1,NA
"5142","lessened",1,NA
"5143","participant",1,NA
"5144","resulitions",1,NA
"5145","saturday",1,NA
"5146","springboard",1,NA
"5147","worded",1,NA
"5148","advantages",1,NA
"5149","agitational",1,NA
"5150","assessment",1,NA
"5151","asthe",1,NA
"5152","automatically",1,NA
"5153","clearing",1,NA
"5154","comprehensive",1,NA
"5155","designed",1,NA
"5156","deteriorate",1,NA
"5157","disputed",1,NA
"5158","doubtful",1,NA
"5159","ganging",1,NA
"5160","identify",1,NA
"5161","includecummunist",1,NA
"5162","mecting",1,NA
"5163","modify",1,NA
"5164","nonaligned",1,NA
"5165","nonneutral",1,NA
"5166","objectionable",1,NA
"5167","profitless",1,NA
"5168","reversal",1,NA
"5169","season",1,NA
"5170","sudden",1,NA
"5171","surveyer",1,NA
"5172","uncritical",1,NA
"5173","unobjectionable",1,NA
"5174","ventilation",1,NA
"5175","victories",1,NA
"5176","capitalist",1,NA
"5177","capitalistic",1,NA
"5178","divorced",1,NA
"5179","furnish",1,NA
"5180","graces",1,NA
"5181","insinuate",1,NA
"5182","jeopardizing",1,NA
"5183","neighborhood",1,NA
"5184","preeminence",1,NA
"5185","preferred",1,NA
"5186","puppet",1,NA
"5187","youngsters",1,NA
"5188","catastrophe",1,NA
"5189","crashing",1,NA
"5190","ears",1,NA
"5191","guilty",1,NA
"5192","herring",1,NA
"5193","inference",1,NA
"5194","labor",1,NA
"5195","policymaker",1,NA
"5196","whit",1,NA
"5197","accordingly",1,NA
"5198","announcing",1,NA
"5199","asiaparley",1,NA
"5200","breath",1,NA
"5201","dedication",1,NA
"5202","fascinating",1,NA
"5203","footing",1,NA
"5204","gendarme",1,NA
"5205","iceberg",1,NA
"5206","indicated",1,NA
"5207","liking",1,NA
"5208","necks",1,NA
"5209","noted",1,NA
"5210","originally",1,NA
"5211","outline",1,NA
"5212","pacific",1,NA
"5213","peiping",1,NA
"5214","peipings",1,NA
"5215","piece",1,NA
"5216","pile",1,NA
"5217","preconference",1,NA
"5218","responsiblities",1,NA
"5219","revolved",1,NA
"5220","safely",1,NA
"5221","semantically",1,NA
"5222","sharing",1,NA
"5223","thwart",1,NA
"5224","transmit",1,NA
"5225","trip",1,NA
"5226","undertake",1,NA
"5227","wolf",1,NA
"5228","administratio",1,NA
"5229","adopting",1,NA
"5230","affront",1,NA
"5231","assuredly",1,NA
"5232","chenglock",1,NA
"5233","clearest",1,NA
"5234","couched",1,NA
"5235","coun",1,NA
"5236","courteous",1,NA
"5237","dominance",1,NA
"5238","donors",1,NA
"5239","febr",1,NA
"5240","ignoring",1,NA
"5241","implicit",1,NA
"5242","intangibleidea",1,NA
"5243","involvement",1,NA
"5244","lenders",1,NA
"5245","lnid",1,NA
"5246","malayan",1,NA
"5247","marshall",1,NA
"5248","noticeable",1,NA
"5249","obligatory",1,NA
"5250","purview",1,NA
"5251","questionable",1,NA
"5252","rahman",1,NA
"5253","rivalries",1,NA
"5254","shortly",1,NA
"5255","surest",1,NA
"5256","tan",1,NA
"5257","trems",1,NA
"5258","tunku",1,NA
"5259","undermines",1,NA
"5260","unencumbered",1,NA
"5261","unwieldy",1,NA
"5262","cross",1,NA
"5263","elation",1,NA
"5264","falter",1,NA
"5265","infuse",1,NA
"5266","justified",1,NA
"5267","mercies",1,NA
"5268","panacea",1,NA
"5269","rebuild",1,NA
"5270","requirement",1,NA
"5271","undisturbed",1,NA
"5272","write",1,NA
"5273","ameliorate",1,NA
"5274","appease",1,NA
"5275","chauvinism",1,NA
"5276","clothing",1,NA
"5277","differentiates",1,NA
"5278","enterprise",1,NA
"5279","imbued",1,NA
"5280","insure",1,NA
"5281","linked",1,NA
"5282","lodging",1,NA
"5283","nourished",1,NA
"5284","overpushed",1,NA
"5285","passions",1,NA
"5286","permanently",1,NA
"5287","proportional",1,NA
"5288","bounds",1,NA
"5289","calculated",1,NA
"5290","carths",1,NA
"5291","clamour",1,NA
"5292","clime",1,NA
"5293","commendable",1,NA
"5294","contrariwise",1,NA
"5295","delegated",1,NA
"5296","deprivation",1,NA
"5297","detract",1,NA
"5298","evolution",1,NA
"5299","gaps",1,NA
"5300","lofty",1,NA
"5301","meaningfulness",1,NA
"5302","notions",1,NA
"5303","oldest",1,NA
"5304","preconceived",1,NA
"5305","religon",1,NA
"5306","tendency",1,NA
"5307","toplevel",1,NA
"5308","tubman",1,NA
"5309","undermine",1,NA
"5310","unsympathetic",1,NA
"5311","colossal",1,NA
"5312","disadvantages",1,NA
"5313","embodies",1,NA
"5314","fraternity",1,NA
"5315","libyan",1,NA
"5316","offence",1,NA
"5317","repression",1,NA
"5318","secretly",1,NA
"5319","slow",1,NA
"5320","admitting",1,NA
"5321","anachronism",1,NA
"5322","banished",1,NA
"5323","breed",1,NA
"5324","broadbased",1,NA
"5325","coexist",1,NA
"5326","complacent",1,NA
"5327","corrode",1,NA
"5328","corrupt",1,NA
"5329","dispel",1,NA
"5330","esteem",1,NA
"5331","fabric",1,NA
"5332","fortunes",1,NA
"5333","groaning",1,NA
"5334","guise",1,NA
"5335","hell",1,NA
"5336","inadequately",1,NA
"5337","intensify",1,NA
"5338","lip",1,NA
"5339","masquerades",1,NA
"5340","mediation",1,NA
"5341","pays",1,NA
"5342","remove",1,NA
"5343","securely",1,NA
"5344","selfdefence",1,NA
"5345","university",1,NA
"5346","balanced",1,NA
"5347","climate",1,NA
"5348","coherence",1,NA
"5349","confront",1,NA
"5350","contending",1,NA
"5351","cutsand",1,NA
"5352","decisious",1,NA
"5353","decisively",1,NA
"5354","disagree",1,NA
"5355","drunken",1,NA
"5356","grapple",1,NA
"5357","heaviest",1,NA
"5358","illustrates",1,NA
"5359","indepence",1,NA
"5360","industrialize",1,NA
"5361","irmove",1,NA
"5362","lowliest",1,NA
"5363","manners",1,NA
"5364","meak",1,NA
"5365","nonwestern",1,NA
"5366","partly",1,NA
"5367","product",1,NA
"5368","profoundly",1,NA
"5369","racism",1,NA
"5370","racist",1,NA
"5371","ruled",1,NA
"5372","savagery",1,NA
"5373","scholarship",1,NA
"5374","sorts",1,NA
"5375","sot",1,NA
"5376","squarely",1,NA
"5377","staggering",1,NA
"5378","suffices",1,NA
"5379","survives",1,NA
"5380","survivors",1,NA
"5381","tate",1,NA
"5382","technologically",1,NA
"5383","thegreat",1,NA
"5384","touchstone",1,NA
"5385","transformation",1,NA
"5386","transforming",1,NA
"5387","turns",1,NA
"5388","alarming",1,NA
"5389","arrest",1,NA
"5390","captured",1,NA
"5391","capturing",1,NA
"5392","catastrophic",1,NA
"5393","civilized",1,NA
"5394","decrees",1,NA
"5395","deposed",1,NA
"5396","disappointment",1,NA
"5397","distressing",1,NA
"5398","dreadful",1,NA
"5399","dynasties",1,NA
"5400","exposes",1,NA
"5401","fallacy",1,NA
"5402","fuel",1,NA
"5403","gates",1,NA
"5404","heap",1,NA
"5405","integral",1,NA
"5406","legacy",1,NA
"5407","liable",1,NA
"5408","lingering",1,NA
"5409","monarch",1,NA
"5410","nonexistence",1,NA
"5411","oratory",1,NA
"5412","outpost",1,NA
"5413","pocket",1,NA
"5414","recurrence",1,NA
"5415","strategic",1,NA
"5416","substitute",1,NA
"5417","sweat",1,NA
"5418","unavoidable",1,NA
"5419","vanished",1,NA
"5420","vanquished",1,NA
"5421","victors",1,NA
"5422","conforms",1,NA
"5423","disappoint",1,NA
"5424","plays",1,NA
"5425","aziz",1,NA
"5426","bin",1,NA
"5427","bombay",1,NA
"5428","contributor",1,NA
"5429","counterdefence",1,NA
"5430","dreamt",1,NA
"5431","edge",1,NA
"5432","educate",1,NA
"5433","fundamentals",1,NA
"5434","gigantic",1,NA
"5435","king",1,NA
"5436","materialised",1,NA
"5437","meanest",1,NA
"5438","occupy",1,NA
"5439","provoke",1,NA
"5440","rafiq",1,NA
"5441","relish",1,NA
"5442","sacrificing",1,NA
"5443","saud",1,NA
"5444","specially",1,NA
"5445","stone",1,NA
"5446","strategically",1,NA
"5447","tackled",1,NA
"5448","thirties",1,NA
"5449","unitedly",1,NA
"5450","unturned",1,NA
"5451","wherefores",1,NA
"5452","whys",1,NA
"5453","zakaria",1,NA
"5454","antiamerican",1,NA
"5455","atthe",1,NA
"5456","attractive",1,NA
"5457","axis",1,NA
"5458","chi",1,NA
"5459","cosmic",1,NA
"5460","developedin",1,NA
"5461","donald",1,NA
"5462","econoour",1,NA
"5463","figure",1,NA
"5464","gamel",1,NA
"5465","louis",1,NA
"5466","magsaysay",1,NA
"5467","mic",1,NA
"5468","minh",1,NA
"5469","modernize",1,NA
"5470","morass",1,NA
"5471","moscowpeiping",1,NA
"5472","outright",1,NA
"5473","postdispatch",1,NA
"5474","raises",1,NA
"5475","ramon",1,NA
"5476","recommending",1,NA
"5477","romulos",1,NA
"5478","sliding",1,NA
"5479","strongarm",1,NA
"5480","successfull",1,NA
"5481","vietminhs",1,NA
"5482","abbreviated",1,NA
"5483","accustomed",1,NA
"5484","airplane",1,NA
"5485","ascertained",1,NA
"5486","categories",1,NA
"5487","confusing",1,NA
"5488","contrasting",1,NA
"5489","debating",1,NA
"5490","differing",1,NA
"5491","distinct",1,NA
"5492","doesnt",1,NA
"5493","expedient",1,NA
"5494","extinct",1,NA
"5495","floor",1,NA
"5496","inconsequential",1,NA
"5497","instinct",1,NA
"5498","kicking",1,NA
"5499","mely",1,NA
"5500","naground",1,NA
"5501","nction",1,NA
"5502","neanderthal",1,NA
"5503","overlooks",1,NA
"5504","piltdown",1,NA
"5505","premise",1,NA
"5506","pretty",1,NA
"5507","radiocasts",1,NA
"5508","skimpy",1,NA
"5509","coercion",1,NA
"5510","commercial",1,NA
"5511","deprive",1,NA
"5512","ecquainted",1,NA
"5513","essentiality",1,NA
"5514","findings",1,NA
"5515","hardships",1,NA
"5516","privation",1,NA
"5517","producers",1,NA
"5518","reminding",1,NA
"5519","ridiculous",1,NA
"5520","spare",1,NA
"5521","trusting",1,NA
"5522","unrealized",1,NA
"5523","worldwide",1,NA
"5524","abundantly",1,NA
"5525","augment",1,NA
"5526","breaks",1,NA
"5527","breathing",1,NA
"5528","circulated",1,NA
"5529","conditional",1,NA
"5530","coverage",1,NA
"5531","difof",1,NA
